-2.953215539455413818e-01	3.515767753124237061e-01	-1.868237107992172241e-01	4.346636533737182617e-01	-2.665193974971771240e-01	2.729613184928894043e-01	-2.256953418254852295e-01	7.738147377967834473e-01	6.087316870689392090e-01	4.643621146678924561e-01	-7.374203205108642578e-01	4.577642977237701416e-01	2.881927788257598877e-02	4.141620397567749023e-01	-1.494185253977775574e-02	-2.946850657463073730e-01	8.438073843717575073e-02	3.287783563137054443e-01	-6.480461955070495605e-01	2.320993393659591675e-01
-4.732439815998077393e-01	4.570550918579101562e-01	-1.804582923650741577e-01	5.935744047164916992e-01	-4.927123486995697021e-01	1.749933809041976929e-01	-1.694387644529342651e-01	5.986597537994384766e-01	7.172977924346923828e-01	6.878503561019897461e-01	-6.842809915542602539e-01	5.061556696891784668e-01	4.839982092380523682e-02	5.757782459259033203e-01	-5.267959460616111755e-02	-4.893972277641296387e-01	-6.237038224935531616e-02	4.069671332836151123e-01	-7.961561083793640137e-01	-1.056472882628440857e-01
-5.854552388191223145e-01	4.946567714214324951e-01	3.081873059272766113e-03	5.547406077384948730e-01	-6.707693934440612793e-01	1.123401969671249390e-01	-3.479798138141632080e-02	4.986490011215209961e-01	8.038588762283325195e-01	7.471329569816589355e-01	-9.304782152175903320e-01	7.613929510116577148e-01	-4.900262132287025452e-02	5.379183888435363770e-01	-1.112800240516662598e-01	-4.992374181747436523e-01	-2.628666162490844727e-01	6.956831812858581543e-01	-9.751192331314086914e-01	-2.617381215095520020e-01
-5.384219884872436523e-01	4.203289151191711426e-01	9.469170868396759033e-02	7.606034874916076660e-01	-4.287109076976776123e-01	4.497972130775451660e-01	-1.139888539910316467e-02	4.777228832244873047e-01	6.559613347053527832e-01	9.053363204002380371e-01	-9.364126920700073242e-01	4.979774355888366699e-01	-1.085352152585983276e-01	4.131592512130737305e-01	1.456909328699111938e-01	-5.723965167999267578e-01	1.363494694232940674e-01	7.157478332519531250e-01	-5.827261209487915039e-01	2.150964289903640747e-01
-3.756473958492279053e-01	4.518265724182128906e-01	-1.065521389245986938e-01	5.247018933296203613e-01	-7.404477000236511230e-01	-4.406499862670898438e-02	-1.267789900302886963e-01	4.909988939762115479e-01	8.741191625595092773e-01	7.669953703880310059e-01	-1.036122798919677734e+00	7.074198722839355469e-01	3.282365202903747559e-01	5.820874571800231934e-01	1.535813212394714355e-01	-5.401798486709594727e-01	-2.013280838727951050e-01	4.916722774505615234e-01	-1.016461849212646484e+00	-2.867427468299865723e-02
-5.409252047538757324e-01	4.429174661636352539e-01	-6.856758892536163330e-02	5.206287503242492676e-01	-5.022532939910888672e-01	2.248524278402328491e-01	-4.538116604089736938e-02	4.225707650184631348e-01	6.585565209388732910e-01	7.811559438705444336e-01	-9.597984552383422852e-01	2.782406210899353027e-01	1.856490597128868103e-02	6.260801553726196289e-01	-9.906728565692901611e-02	-4.491160213947296143e-01	-1.660597324371337891e-01	5.089899301528930664e-01	-8.645124435424804688e-01	-1.203914508223533630e-01
-4.999673962593078613e-01	3.748932778835296631e-01	1.352588981389999390e-01	5.113619565963745117e-01	-5.629659891128540039e-01	2.975967228412628174e-01	5.059523135423660278e-02	2.980025410652160645e-01	8.290342688560485840e-01	7.761448025703430176e-01	-1.040636062622070312e+00	5.179849863052368164e-01	5.544259399175643921e-02	5.959714055061340332e-01	-9.374467283487319946e-02	-4.279977679252624512e-01	-2.397082149982452393e-01	5.370935797691345215e-01	-8.761746883392333984e-01	-4.256511107087135315e-02
-5.941467285156250000e-01	4.565186798572540283e-01	-1.267350018024444580e-01	6.580495834350585938e-01	-4.649767279624938965e-01	1.065663248300552368e-01	3.721103072166442871e-02	4.934512078762054443e-01	1.081439018249511719e+00	7.688764929771423340e-01	-1.115026116371154785e+00	6.632009744644165039e-01	-2.651761174201965332e-01	6.651396751403808594e-01	1.211282014846801758e-01	-5.093509554862976074e-01	-2.238494604825973511e-01	6.203280687332153320e-01	-1.179815053939819336e+00	-9.997049719095230103e-02
-6.555048823356628418e-01	4.611083269119262695e-01	1.138915121555328369e-02	6.107267141342163086e-01	-7.571237683296203613e-01	3.269040286540985107e-01	-7.430000603199005127e-02	6.829879879951477051e-01	5.902072787284851074e-01	7.953358888626098633e-01	-9.511995315551757812e-01	3.122337758541107178e-01	1.056793332099914551e-01	5.110954046249389648e-01	-1.323314458131790161e-01	-3.015666306018829346e-01	-2.373633235692977905e-01	7.696700692176818848e-01	-6.735181212425231934e-01	-1.777825802564620972e-01
-6.793835163116455078e-01	5.797390341758728027e-01	5.066490918397903442e-02	7.423338890075683594e-01	-5.035172700881958008e-01	3.132974803447723389e-01	-1.090205758810043335e-01	6.011831164360046387e-01	6.921246051788330078e-01	8.598926663398742676e-01	-9.783908128738403320e-01	5.307260751724243164e-01	-1.498076915740966797e-01	5.985206365585327148e-01	1.007710397243499756e-02	-5.030105710029602051e-01	-1.186130382120609283e-02	5.542016029357910156e-01	-8.905475139617919922e-01	1.122995018959045410e-01
-5.743298530578613281e-01	5.289110541343688965e-01	8.385154604911804199e-02	7.723171114921569824e-01	-4.422145783901214600e-01	1.982379853725433350e-01	-4.566406458616256714e-02	4.928884804248809814e-01	5.994315147399902344e-01	7.193024754524230957e-01	-9.547997713088989258e-01	5.318095684051513672e-01	6.069712340831756592e-02	4.376475214958190918e-01	-1.447471976280212402e-01	-4.016524553298950195e-01	1.312095075845718384e-01	4.820915460586547852e-01	-6.421764492988586426e-01	8.480428904294967651e-02
-6.070535182952880859e-01	5.980749726295471191e-01	-4.359538480639457703e-02	6.319522857666015625e-01	-6.889700889587402344e-01	1.880675554275512695e-01	-1.057846322655677795e-01	5.386195778846740723e-01	7.338351011276245117e-01	7.900388836860656738e-01	-8.279188871383666992e-01	6.186634302139282227e-01	-1.855950430035591125e-02	7.425075769424438477e-01	-1.117047369480133057e-01	-4.187842309474945068e-01	-1.255116760730743408e-01	4.888037443161010742e-01	-8.399128913879394531e-01	6.888149678707122803e-02
-5.387946367263793945e-01	5.149964690208435059e-01	7.672600448131561279e-02	7.160458564758300781e-01	-6.028075814247131348e-01	2.856121063232421875e-01	-4.356257617473602295e-02	4.365262389183044434e-01	6.756303310394287109e-01	8.513152003288269043e-01	-9.140253067016601562e-01	8.569492697715759277e-01	7.505524158477783203e-02	6.841410398483276367e-01	-8.526005595922470093e-02	-3.556571304798126221e-01	-3.220984935760498047e-01	5.639714598655700684e-01	-9.088634252548217773e-01	-1.796745136380195618e-02
-6.021361351013183594e-01	6.526186466217041016e-01	-1.185569986701011658e-01	8.784834146499633789e-01	-5.859511494636535645e-01	9.868075698614120483e-02	-2.162293344736099243e-01	5.522079467773437500e-01	7.548094987869262695e-01	9.999413490295410156e-01	-8.481107950210571289e-01	7.039835453033447266e-01	-2.198479324579238892e-01	5.483316183090209961e-01	-3.454826027154922485e-02	-5.260434746742248535e-01	-1.176143661141395569e-01	5.849478244781494141e-01	-1.159140825271606445e+00	-9.392144531011581421e-02
-7.659515738487243652e-01	4.490209221839904785e-01	-1.319668591022491455e-01	5.782298445701599121e-01	-6.823621392250061035e-01	3.753722608089447021e-01	-1.131811961531639099e-01	5.655629634857177734e-01	9.453426599502563477e-01	9.217780828475952148e-01	-1.063652515411376953e+00	8.020291328430175781e-01	6.323945522308349609e-02	8.349025845527648926e-01	-8.140512555837631226e-02	-5.517840385437011719e-01	-2.045463770627975464e-01	7.955664396286010742e-01	-9.707866311073303223e-01	-1.061029583215713501e-01
